class	parent	getter_fn	dump_line
CParticleEventListenerComponent	CEntityComponent	FUN_1076d0e0	1203497
CParticleFXComponent	CEntityComponent	FUN_101a6a40	292635
CParticleFXEvent	CEntityEvent	FUN_1021d490	376153
CParticlePhysComponent	CPhysComponent	FUN_1021c900	375502
CParticlesEmitterParamResource	CResourceContainer	FUN_103e3480	676148
CParticlesSystemParamResource	CResourceContainer	FUN_10255340	411634
CPartyService	IGameModeService	FUN_108a5d30	1390320
CPathFindTester	CAgent	FUN_10980500	1501985
CPathFollower	CNomadObject	FUN_1021fb80	377969
CPatrolBrain	CBrain	FUN_10982c30	1505329
CPawn	CPawnBase	FUN_10055c50	58171
CPawnAction	CPawnBaseAction	FUN_10980740	1502177
CPawnAgent	CPawnBaseAgent	FUN_1097dd40	1500894
CPawnBase	CGameObject	FUN_10055c20	58155
CPawnBaseAction	CAgentAction	FUN_109806e0	1502145
CPawnBaseAgent	CGameAgent	FUN_1097ce30	1500037
CPawnBaseDecision	CAgentDecision	FUN_10980710	1502161
CPawnBaseScanner	CAgentScanner	FUN_10982e10	1505489
CPawnBaseSensorySystem	CNomadObject	FUN_109e30b0	1561729
CPawnBeautifier	CEntityComponent	FUN_1003d080	41887
CPawnBeautifierComponent	CEntityComponent	FUN_10055c80	58187
CPawnBurnedEvent	CBaseEvent	FUN_105cc980	974213
CPawnCommonMemento	CNetDataContainer	FUN_108160b0	1305930
CPawnControllerMemento	CPawnCommonMemento	FUN_108160e0	1305946
CPawnDecision	CPawnBaseDecision	FUN_10980770	1502193
CPawnEnemyMonitor	CEntityComponent	FUN_10702020	1145063
CPawnEvent	CEntityEvent	FUN_1054f490	908964
CPawnEventFakeBullet	CEntityEvent	FUN_105f4b10	995881
CPawnEventMeleeStrike	CEntityEvent	FUN_10531b20	893067
CPawnEventProcessLanding	CEntityEvent	FUN_104ed3a0	852584
CPawnHitAndRunAgent	CPawnAgent	FUN_1097fcd0	1501828
CPawnHostMemento	CNetDataContainer	FUN_10816110	1305962
CPawnInteractionMonitor	CEntityComponent	FUN_1003dd30	42545
CPawnInventoryEquipmentMemento	CNetDataContainer	FUN_10816170	1305994
CPawnNetDodge	CNetDataContainer	FUN_105559a0	912734
CPawnNetFunc	CNetDataContainer	FUN_1062d4d0	1027745
CPawnNetMessageEntityID	CNetDataContainer	FUN_10700b40	1144315
CPawnNetMessageStartStopShoot	CNetDataContainer	FUN_108118f0	1302817
CPawnNetMessageSwitchIEDMode	CNetDataContainer	FUN_10811960	1302854
CPawnNetMessageUseEntity	CNetDataContainer	FUN_106dfa40	1124116
CPawnNetworkComponent	CNetworkComponent	FUN_1050e930	873186
CPawnScanner	CPawnBaseScanner	FUN_10982e40	1505505
CPawnSoundAndFXComponent	CCreatureSoundAndFXComponent	FUN_104cb810	831818
CPawnThirdPartyMemento	CPawnCommonMemento	FUN_10816140	1305978
CPeerMessageDeliveryOperation	IOperation	FUN_10142c20	225756
CPersistComponent	CEntityComponent	FUN_101a5d00	291750
CPersistenceMgr	IGameModeService	FUN_10204c30	360530
CPersonality	CNomadObject	FUN_1097efa0	1501202
CPhoneCallEvent	CEntityEvent	FUN_106100a0	1010759
CPhysBulletHitStim	CPhysStim	FUN_102b3fc0	472545
CPhysCollisionQueryEvent	CBaseEvent	FUN_102fecb0	521502
CPhysCollisionStim	CPhysStim	FUN_1028b3b0	445733
CPhysComponent	CEntityComponent	FUN_1003dca0	42497
CPhysExplosionStim	CPhysStim	FUN_102b3ff0	472561
CPhysMemento	CNetDataContainer	FUN_10203870	359479
CPhysNetworkComponent	CNetworkComponent	FUN_1021c9c0	375566
CPhysOutOfWorldEvent	CEntityEvent	FUN_10229a60	383694
CPhysParticleMemento	CNetDataContainer	FUN_10899ab0	1383364
CPhysPhantomComponent	CEntityComponent	FUN_101a6180	292022
CPhysRayPhantomComponent	CEntityComponent	FUN_1021c960	375534
CPhysResource	CResource	FUN_101f3630	348907
CPhysStim	CEntityEventStims	FUN_1028b380	445717
CPickup	CEntityComponent	FUN_104ca500	830924
CPickupContainer	CPickup	FUN_104cb380	831690
CPickupEvent	CEntityEvent	FUN_1076d290	1203609
CPickupGadget	CPickup	FUN_105d8160	980658
CPickupGrabEvent	CBaseEvent	FUN_107f3e60	1284536
CPickupMemento	CNetDataContainer	FUN_107f3f10	1284594
CPickupScoutedEvent	CEntityEvent	FUN_1076d2c0	1203625
CPickupWeapon	CPickup	FUN_105d8130	980642
CPierAnchor	CGameAIObject	FUN_10980530	1502001
CPlan	CAction	FUN_104a1a10	803175
CPlanetComponent	CRenderableComponent	FUN_101a71d0	293149
CPlanetEntity	COmniEntity	FUN_101a71a0	293133
CPlanetUIComponent	CEntityComponent	FUN_104cb040	831529
CPlantMemento	CNetDataContainer	FUN_1055a850	915279
CPlantNetworkComponent	CNetworkComponent	FUN_104c9b70	830508
CPlayActionBrain	CBrain	FUN_10982c60	1505345
CPlaybackComponent	CEntityComponent	FUN_104c9530	830282
CPlayer	IPlayer	FUN_10046110	46355
CPlayerChangeSpawningStrategyMessage	CNetDataContainer	FUN_1075f670	1195833
CPlayerDescriptor	CNetDescriptor	FUN_106e9360	1130165
CPlayerInfoMessage	CNetDataContainer	FUN_1075f6e0	1195870
CPlayerReadyToPlayMessage	CNetDataContainer	FUN_1075f600	1195796
CPlayerRequestTeamChange	CNetDataContainer	FUN_1075f530	1195727
CPlayerSGfxKitParts	CNetDataContainer	FUN_1075f590	1195759
CPlayerService	IPlayerService	FUN_10046180	46392
CPlayerSoundAndFXComponent	CPawnSoundAndFXComponent	FUN_104cb8a0	831850
CPlayerSoundEvent	CEntityEvent	FUN_105faaf0	999922
CPlayerSpawningDetails	CNetDataContainer	FUN_106e9460	1130204
CPlayerSpawningState	CNetDataContainer	FUN_1075f4d0	1195694
CPlayerStatsFullNetDataContainer	CNetDataContainer	FUN_1023add0	395408
CPlayerStatsNetDataContainer	CNetDataContainer	FUN_1023ae00	395424
CPlayerTeamInfo	CNetDataContainer	FUN_1075f450	1195662
CPositionLoggerComponent	CEntityComponent	FUN_101a6bf0	292779
CPostFXRequestEvent	CEntityEvent	FUN_10534890	894591
CPostFxDatabase	CEntityComponent	FUN_1076cb30	1203356
CPostFxService	IGameModeService	FUN_107c3d40	1254510
CPreLoadState	CResourceContainer	FUN_1022c360	385338
CPrefabEntity	CEntity	FUN_101a6770	292395
CPrefabManager	CSingletonEntity	FUN_101a7350	293277
CProximityTriggerComponent	CBaseTriggerComponent	FUN_104ca830	831132
CQueryProjectileSynchroEvent	CBaseEvent	FUN_107ec200	1280152
CQuickMatchGatherOpCtn	CGameOperationContainer	FUN_108a4160	1389231
CQuickMatchJoinCandidateOp	CGameOperation	FUN_108a4310	1389374
CQuickMatchJoinOpCtn	CGameOperationContainer	FUN_108a41d0	1389268
CQuickMatchPingCandidatesOp	CGameOperation	FUN_108a4270	1389321
CQuickMatchRetrieveCandidatesOp	CGameOperation	FUN_108a4200	1389284
CQuickMatchSelectCandidateOp	CGameOperation	FUN_108a42e0	1389358
CRadarComponent	CEntityComponent	FUN_101a6090	291942
CRadarComponent_Player	CRadarComponent	FUN_101a60c0	291958
CRainComponent	CEntityComponent	FUN_10502e90	865366
CRandomPathFollower	CPathFollower	FUN_1021fc10	378017
CRandomShooterComponent	CEntityComponent	FUN_104ca3b0	830892
CRealtreeClusterComponent	CClusterComponent	FUN_101a7110	293085
CRealtreeComponent	CRenderableComponent	FUN_101a70e0	293069
CRealtreeFx	CNomadDbObject	FUN_1027f150	437359
CRealtreeFxManager	CSingletonEntity	FUN_101a6e00	292867
CRealtreeResource	CResourceContainer	FUN_1018ced0	274507
CRemoveSEFactEvent	CEntityEvent	FUN_102524e0	409858
CRenderableComponent	CEntityComponent	FUN_10055b60	58091
CRescueManager	IGameModeService	FUN_105ced20	975749
CResetInputOperation	CGameOperation	FUN_106d4090	1117672
CResource	<root>	FUN_100af0d0	123680
CResourceContainer	CResource	FUN_100af110	123699
CResourceNotifier	CResourceContainer	FUN_100c2330	138514
CResourceWatch	CResourceNotifier	FUN_102705d0	429163
CRigidGraphicComponent	CStaticGraphicComponent	FUN_101a70b0	293053
CRigidPhysComponent	CPhysComponent	FUN_1021c8d0	375486
CRigidPhysOnDamageEvent	CEntityEvent	FUN_102cf810	490418
CRigidPhysOnDieEvent	CEntityEvent	FUN_102cf870	490450
CRigidPhysOnStateChangeEvent	CEntityEvent	FUN_102cf840	490434
CRoadSign	CEntityComponent	FUN_104cc340	832255
CRocket	CGameObject	FUN_104cbde0	831994
CSRLResource	CResource	FUN_101fc930	355119
CSafeHouseComponent	CEntityComponent	FUN_104cafe0	831497
CSafeHouseKillMercEvent	CEntityEvent	FUN_10500560	863969
CScanner	CTask	FUN_104a19e0	803159
CScannerAMPSuitUser	CAgentScanner	FUN_10984a50	1507857
CScannerAgentAimingAt	CPawnScanner	FUN_10983260	1505857
CScannerAgentHasRaisedWeapon	CPawnScanner	FUN_10983230	1505841
CScannerAgentIsVisible	CPawnScanner	FUN_109831a0	1505793
CScannerAgentSocialProximity	CPawnScanner	FUN_109831d0	1505809
CScannerAgentStaredown	CPawnScanner	FUN_10983200	1505825
CScannerAimStrategy	CPawnScanner	FUN_10983650	1506193
CScannerAnimalHurt	CAgentScanner	FUN_10982d80	1505441
CScannerAnimalObstacleAhead	CAgentScanner	FUN_10983740	1506273
CScannerAnimalThreatChanged	CAgentScanner	FUN_10983710	1506257
CScannerAnimalThreatened	CAgentScanner	FUN_109836e0	1506241
CScannerArmyMemberRole	CPawnScanner	FUN_10983080	1505697
CScannerArmyMemberState	CPawnScanner	FUN_10983050	1505681
CScannerBestTargetChangedPos	CAgentScanner	FUN_10983620	1506177
CScannerBlackboardFact	CAgentScanner	FUN_10980f80	1502881
CScannerCanDisableSTPDynamicAvoidance	CPawnScanner	FUN_10983440	1506017
CScannerCannotEnterCombat	CPawnBaseScanner	FUN_10984a80	1507873
CScannerCharSheetStat	CAgentScanner	FUN_10984ab0	1507889
CScannerCheckSkill	CAgentScanner	FUN_10982db0	1505457
CScannerCheckValue	CAgentScanner	FUN_109837d0	1506321
CScannerDead	CAgentScanner	FUN_10982ed0	1505553
CScannerDominoEvent	CPawnBaseScanner	FUN_109832c0	1505889
CScannerEmotionStrategy	CPawnScanner	FUN_109835f0	1506161
CScannerFactExist	CAgentScanner	FUN_10982e70	1505521
CScannerFireProximity	CAgentScanner	FUN_10982f60	1505601
CScannerFireStrategy	CPawnScanner	FUN_10983590	1506129
CScannerInFOV	CPawnScanner	FUN_109830b0	1505713
CScannerInterestLookAtType	CPawnScanner	FUN_10983110	1505745
CScannerIsAIShootMeObjectValid	CPawnScanner	FUN_10983410	1506001
CScannerIsAnimalMounted	CAgentScanner	FUN_10983020	1505665
CScannerIsDead	CAgentScanner	FUN_10982d50	1505425
CScannerIsInBuilding	CPawnScanner	FUN_10983380	1505953
CScannerIsInDistance	CPawnScanner	FUN_109837a0	1506305
CScannerIsInVehicle	CPawnScanner	FUN_109832f0	1505905
CScannerIsOnMountedWeapon	CPawnScanner	FUN_10982ff0	1505649
CScannerIsPosOnBarge	CAgentScanner	FUN_10982fc0	1505633
CScannerIsRotatedTowardsPos	CPawnScanner	FUN_10982f90	1505617
CScannerIsUnderFire	CPawnScanner	FUN_109830e0	1505729
CScannerLookStrategy	CPawnScanner	FUN_109835c0	1506145
CScannerMovingPosition	CAgentScanner	FUN_10982f30	1505585
CScannerMutualGreeting	CPawnScanner	FUN_10983170	1505777
CScannerNewTargetNeeded	CPawnScanner	FUN_10983350	1505937
CScannerPawnInfo	CPawnScanner	FUN_109836b0	1506225
CScannerPawnSenses	CPawnScanner	FUN_10983290	1505873
CScannerRiskPoint	CPawnScanner	FUN_109833e0	1505985
CScannerSideLookOpening	CPawnScanner	FUN_10983320	1505921
CScannerSocialBehavior	CPawnScanner	FUN_10983140	1505761
CScannerSocialRegion	CPawnScanner	FUN_109833b0	1505969
CScannerSpecialStrategy	CPawnScanner	FUN_10983680	1506209
CScannerTargetVisible	CPawnScanner	FUN_10982f00	1505569
CScannerVehicleCannotReachTarget	CVehicleScanner	FUN_109842b0	1507249
CScannerVehicleIntruderAboard	CVehicleScanner	FUN_109841f0	1507185
CScannerVehicleIsFunctional	CVehicleScanner	FUN_10984250	1507217
CScannerVehicleIsMounted	CVehicleScanner	FUN_10984280	1507233
CScannerVehicleMergePosReached	CVehicleScanner	FUN_10984220	1507201
CScannerVehiclePierAnchor	CVehicleScanner	FUN_109841c0	1507169
CScannerVehicleStandBy	CAgentScanner	FUN_10983800	1506337
CScannerVisualThreat	CPawnScanner	FUN_10982ea0	1505537
CScannerWalkDistance	CAgentScanner	FUN_10983770	1506289
CScoreboardService	IGameModeService	FUN_10635b20	1032788
CScriptCallbackComponent	CEntityComponent	FUN_101a5830	291350
CScriptEntityId	<root>	FUN_102bd490	478430
CScriptEvent	CEntityEvent	FUN_1022a610	384051
CScriptService	IGameModeService	FUN_101a0590	287330
CScriptedScenePrefabEntity	CPrefabEntity	FUN_104cc2e0	832239
CSectorDataResource	CResource	FUN_10204d20	360602
CSectorDescriptorResource	CResource	FUN_10204bd0	360498
CSectorEntity	CEntity	FUN_101a6060	291926
CSectorPreloadResource	CResource	FUN_10204c00	360514
CSectorResource	CResourceContainer	FUN_103b54d0	643567
CSectorSpawnCategory	CResourceContainer	FUN_10204d50	360618
CSerializeNetDataVisitor	CNetDataVisitor	FUN_1012e430	209179
CServiceMessageDataContainer	CNetDataContainer	FUN_1012b0e0	206253
CServiceUnicastDataContainer	CNetDataContainer	FUN_1012b010	206203
CSessionCreateGameOperation	CSessionOperation	FUN_10e8ec30	2401410
CSessionCreateOperation	CSessionOperation	FUN_10e8ec00	2401394
CSessionCreateServiceOperation	CSessionOperation	FUN_10e8ec60	2401426
CSessionDeleteGameOperation	CSessionOperation	FUN_10e8a630	2396840
CSessionDeleteOperation	CSessionOperation	FUN_10e8ee80	2401619
CSessionDeleteServiceOperation	CSessionOperation	FUN_10e8eef0	2401661
CSessionDescriptor	CNetDescriptor	FUN_10e8ebd0	2401378
CSessionEndOperation	CSessionOperation	FUN_10e8efe0	2401748
CSessionInfo	<root>	FUN_10e89ed0	2396316
CSessionInfo_RdV	CSessionInfo	FUN_10e97270	2407959
CSessionJoinGameOperation	CSessionOperation	FUN_10e8ed80	2401529
CSessionJoinOperation	CSessionOperation	FUN_10e8ed30	2401500
CSessionJoinServiceOperation	CSessionOperation	FUN_10e8edd0	2401558
CSessionLoginOperation	CSessionOperation	FUN_10e8ee20	2401587
CSessionLogoutOperation	CSessionOperation	FUN_10e8ee50	2401603
CSessionMigrateOperation	CSessionOperation	FUN_10e8f030	2401777
CSessionOperation	COperation	FUN_10e8a600	2396824
CSessionQueryOperation	CSessionOperation	FUN_10ea9b60	2420397
CSessionSearchOperation	CSessionOperation	FUN_10e8ece0	2401471
CSessionSendInviteOperation	CSessionOperation	FUN_10e8f080	2401806
CSessionStartNetOperation	CSessionOperation	FUN_10e8ef40	2401690
CSessionStartOperation	CSessionOperation	FUN_10e8ef90	2401719
CSessionUpdateOperation	CSessionOperation	FUN_10e8ec90	2401442
CSetNetInstanceIdEvent	CBaseEvent	FUN_107e6510	1276429
CShaderPreloadOperation	CGameOperation	FUN_106d3fe0	1117640
CShaderPreloadOperationBoot	CGameOperation	FUN_106d4010	1117656
CShortRangeResource	CSectorResource	FUN_103b5500	643583
CSimpleAnimationComponent	CEntityComponent	FUN_101a5ee0	291798
CSimpleEntityEvent	CEntityEvent	FUN_1024a810	406562
CSimpleNetworkComponent	CNetworkComponent	FUN_101a5fa0	291862
CSimplePrimitiveComponent	CRenderableComponent	FUN_101a7140	293101
CSingletonEntity	COmniEntity	FUN_101a6680	292315
CSkeletonResource	CResource	FUN_101b8e20	306634
CSmartTerrain	CDynamicGameAIObject	FUN_10980410	1501905
CSmartTerrainManager	CSingletonEntity	FUN_10980440	1501921
CSniperPoint	CGameAIObject	FUN_109804d0	1501969
CSoundComponent	CSoundObjectCallbacksComponent	FUN_101a6b30	292715
CSoundEvent	CEntityEvent	FUN_101b9370	307070
CSoundLineComponent	CBasicShapeComponent	FUN_101a6b60	292731
CSoundManager	CSingletonEntity	FUN_101a7380	293293
CSoundObjectCallbacksComponent	CEntityComponent	FUN_101a6b00	292699
CSoundResource	CResourceContainer	FUN_102df2b0	499436
CSoundShapeComponent	IShapeComponent	FUN_101a6b90	292747
CSoundSwitchValueEvent	CEntityEvent	FUN_1025a560	414791
CSpawnPoint	COmniMapEntity	FUN_101a6e60	292899
CSpawnPointBlue	CSpawnPoint	FUN_101a6f50	292960
CSpawnPointBlueStart	CSpawnPointBlue	FUN_101a6fd0	293005
CSpawnPointBuddy	CSpawnPoint	FUN_101a6e90	292915
CSpawnPointRed	CSpawnPoint	FUN_101a6f00	292931
CSpawnPointRedStart	CSpawnPointRed	FUN_101a6fa0	292989
CSpawnPointService	ISpawnPointService	FUN_1005aa00	61706
CSpawnPointSpectator	CSpawnPoint	FUN_101a7000	293021
CSpawnerUnitFactory	CNomadObject	FUN_10567940	921903
CSpawnerUnitFactory_Single	CSpawnerUnitFactory	FUN_105679b0	921919
CSpecialEventPoint	CEntity	FUN_104cab30	831273
CSpectatorPlayer	IPlayer	FUN_1075df30	1194648
CSplinePrimitiveComponent	CRenderableComponent	FUN_101a7170	293117
CStateMachineBlobResource	CStateMachineResource	FUN_104c92f0	830187
CStateMachineResource	CResourceContainer	FUN_104c92c0	830171
CStaticClusterPhysComponent	CPhysComponent	FUN_10258750	413744
CStaticDecalComponent	CRenderableComponent	FUN_101a6c20	292795
CStaticGraphicComponent	CBaseGraphicComponent	FUN_101a7080	293037
CStaticPhysComponent	CPhysComponent	FUN_10204c60	360546
CStealthComponent	CEntityComponent	FUN_104cb010	831513
CStickyFlameEvent	CEntityEvent	FUN_105e7a80	988721
CStimEffectTable	CBaseEntity	FUN_1068bee0	1081387
CStimsEmitterComponent	CEntityComponent	FUN_1076d080	1203481
CStingbatAgent	CBtzAnimalAgent	FUN_1097f3a0	1501408
CStopDialogEvent	CEntityEvent	FUN_101b8ef0	306702
CStrategicPoint	CTagPoint	FUN_104cab90	831305
CSuccessHitEvent	CEntityEvent	FUN_1067aed0	1072408
CSuicideComponent	CEntityComponent	FUN_101a58c0	291398
CSystemMessageText	CGameMessageText	FUN_1023e370	397768
CTDMSpawnPointService	CDMSpawnPointService	FUN_10647740	1039750
CTagPoint	CEntity	FUN_104cab60	831289
CTapirusAgent	CBtzAnimalAgent	FUN_1097f370	1501392
CTask	CTaskRoot	FUN_104a1950	803111
CTaskAMPSuitAim	CAMPSuitAction	FUN_109846f0	1507569
CTaskAMPSuitChase	CAMPSuitAction	FUN_10984720	1507585
CTaskAMPSuitPathFollow	CAMPSuitAction	FUN_10984690	1507537
CTaskAMPSuitSelectWeapon	CAMPSuitAction	FUN_109846c0	1507553
CTaskAMPSuitShoot	CAMPSuitAction	FUN_10984750	1507601
CTaskActivateInfamyPose	CPawnAction	FUN_10982240	1504481
CTaskActivateSocialSTP	CAgentAction	FUN_10982cf0	1505393
CTaskAimAt	CAgentAction	FUN_10980890	1502289
CTaskAirAnimalVehicleControl	CVehicleAction	FUN_10984160	1507137
CTaskAirPathFollow	CVehicleAction	FUN_109839b0	1506481
CTaskAnimalAttack	CAgentAction	FUN_109842e0	1507265
CTaskAnimalCheckVisionStatus	CAgentAction	FUN_10982de0	1505473
CTaskAnimalCommand	CAgentAction	FUN_10983920	1506433
CTaskAnimalPathFollow	CAgentAction	FUN_109838f0	1506417
CTaskAnimalUseSkills	CAgentDecision	FUN_10983950	1506449
CTaskAttackStrategy	CPawnDecision	FUN_10982150	1504401
CTaskBreakSocialPair	CPawnAction	FUN_10982270	1504497
CTaskBroadcastStims	CAgentAction	FUN_109839e0	1506497
CTaskBtzAnimalChase	CBtzAnimalAction	FUN_10984600	1507489
CTaskBtzAttack	CPawnBaseAction	FUN_109845d0	1507473
CTaskBuddyDown	CPawnDecision	FUN_10982030	1504305
CTaskCalcLineDist	CAgentAction	FUN_10983a40	1506529
CTaskChase	CAgentAction	FUN_10980a40	1502433
CTaskCheckActionSignal	CAgentAction	FUN_10981580	1503393
CTaskCheckAimStrategy	CPawnDecision	FUN_10981c40	1503969
CTaskCheckAmmoStatus	CPawnDecision	FUN_10982630	1504817
CTaskCheckAnimalCanTryAnotherRunAwayDestination	CAgentDecision	FUN_10983860	1506369
CTaskCheckAnimalIsMounted	CBtzAnimalAction	FUN_10984c90	1508049
CTaskCheckAnimalThreaten	CAgentDecision	FUN_109838c0	1506401
CTaskCheckArmyRole	CPawnDecision	FUN_10981af0	1503857
CTaskCheckArmyRoleAction	CPawnDecision	FUN_10981b20	1503873
CTaskCheckBargeSide	CAgentDecision	FUN_10980da0	1502721
CTaskCheckBlindCombatLevel	CPawnDecision	FUN_10983560	1506113
CTaskCheckBuildingEntry	CAgentDecision	FUN_10980bc0	1502561
CTaskCheckCharSheetStat	CAgentDecision	FUN_10984960	1507777
CTaskCheckClearPath	CAgentAction	FUN_10981760	1503553
CTaskCheckCombatMercInRadius	CPawnBaseDecision	FUN_10982600	1504801
CTaskCheckCoverDist	CPawnDecision	FUN_10981eb0	1504177
CTaskCheckCurrentSocialOccupation	CPawnDecision	FUN_10983b30	1506609
CTaskCheckCurrentWeapon	CPawnDecision	FUN_10981fd0	1504273
CTaskCheckDifficultyLevel	CAgentDecision	FUN_10980d10	1502673
CTaskCheckDisturbanceType	CPawnDecision	FUN_10983ce0	1506753
CTaskCheckDominoData	CPawnDecision	FUN_109822d0	1504529
CTaskCheckEmotionStrategy	CPawnDecision	FUN_10981c10	1503953
CTaskCheckFactExist	CAgentDecision	FUN_10981010	1502929
CTaskCheckFireProximity	CAgentDecision	FUN_10980b30	1502513
CTaskCheckFireRange	CPawnDecision	FUN_10981e80	1504161
CTaskCheckFireStrategy	CPawnDecision	FUN_10981bb0	1503921
CTaskCheckIdleBehavior	CPawnDecision	FUN_10981340	1503201
CTaskCheckInterestLookAtType	CPawnDecision	FUN_10983aa0	1506561
CTaskCheckIsInBuilding	CPawnDecision	FUN_109824e0	1504705
CTaskCheckIsInDistance	CPawnBaseDecision	FUN_10982450	1504657
CTaskCheckIsInFOV	CPawnAction	FUN_109834d0	1506065
CTaskCheckIsPlayingBark	CPawnAction	FUN_10982300	1504545
CTaskCheckLookStrategy	CPawnDecision	FUN_10981be0	1503937
CTaskCheckMovingFire	CPawnDecision	FUN_10981ca0	1504001
CTaskCheckODUType	CPawnDecision	FUN_10981ee0	1504193
CTaskCheckObjectBlockingPath	CAgentDecision	FUN_10981070	1502961
CTaskCheckObstaclesInRegion	CAgentDecision	FUN_10980c20	1502593
CTaskCheckPlayerAction	CPawnDecision	FUN_109812b0	1503153
CTaskCheckPlayerInfamy	CPawnDecision	FUN_10983c20	1506689
CTaskCheckPosInLoadedSector	CAgentDecision	FUN_10980d70	1502705
CTaskCheckPosOnSpline	CAgentDecision	FUN_10980a10	1502417
CTaskCheckProjEscapeType	CPawnDecision	FUN_10981430	1503281
CTaskCheckProximity	CAgentAction	FUN_10983c80	1506721
CTaskCheckQueryRange	CPawnDecision	FUN_10981130	1503025
CTaskCheckRegionTransition	CPawnDecision	FUN_109814c0	1503329
CTaskCheckRegionType	CPawnDecision	FUN_10983b00	1506593
CTaskCheckRelativeInfamy	CPawnDecision	FUN_10983d10	1506769
CTaskCheckSawSomethingLevel	CPawnDecision	FUN_10983530	1506097
CTaskCheckSeeFriendNearby	CPawnDecision	FUN_10981310	1503185
CTaskCheckSmartTerrainType	CAgentDecision	FUN_10982cc0	1505377
CTaskCheckSocialProximity	CPawnDecision	FUN_10983ad0	1506577
CTaskCheckSpecialMissionBehaviour	CPawnDecision	FUN_10980b60	1502529
CTaskCheckSpecialStrategy	CPawnDecision	FUN_10981c70	1503985
CTaskCheckSquadAction	CPawnDecision	FUN_10981b50	1503889
CTaskCheckSquadRole	CPawnDecision	FUN_10981b80	1503905
CTaskCheckStressLevel	CPawnDecision	FUN_10983d40	1506785
CTaskCheckTargetHeightDiff	CPawnDecision	FUN_10981f70	1504241
CTaskCheckTargetRange	CPawnDecision	FUN_10981f40	1504225
CTaskCheckTargetType	CPawnDecision	FUN_10981fa0	1504257
CTaskCheckTargetVisible	CPawnDecision	FUN_10981f10	1504209
CTaskCheckThreatDistance	CAgentDecision	FUN_10983890	1506385
CTaskCheckUnderFire	CPawnDecision	FUN_10980fe0	1502913
CTaskCheckUsingCover	CPawnDecision	FUN_10982000	1504289
CTaskCheckViewBlocked	CPawnDecision	FUN_10983c50	1506705
CTaskCheckVisibleByPlayer	CPawnDecision	FUN_109812e0	1503169
CTaskChooseCoverAttack	CPawnDecision	FUN_109817c0	1503585
CTaskChurchAssault	CPawnAction	FUN_10982690	1504849
CTaskCleanBriefingAnim	CPawnAction	FUN_10983bf0	1506673
CTaskClearMoveToDynamics	CPawnAction	FUN_10982570	1504753
CTaskComputeInterpolatedPos	CAgentAction	FUN_10980c50	1502609
CTaskComputeLeapFrogStep	CAgentAction	FUN_10981910	1503697
CTaskComputeProjectileTrajectory	CPawnAction	FUN_10981cd0	1504017
CTaskComputeSynchActionPosition	CPawnAction	FUN_10981d00	1504033
CTaskCopterAim	CVehicleAction	FUN_10984930	1507761
CTaskCoverAttack	CPawnAction	FUN_10981970	1503729
CTaskDebugSetCurrentBehavior	CPawnAction	FUN_10980bf0	1502577
CTaskDisablePawnBehaviorsWhileRunning	CPawnAction	FUN_10984bd0	1507985
CTaskDisableSTPDynamicAvoidance	CPawnAction	FUN_10982660	1504833
CTaskDisplayError	CAgentAction	FUN_10980f20	1502849
CTaskDisplaySTPClippingError	CAgentAction	FUN_10983cb0	1506737
CTaskDroneBombChase	CAgentAction	FUN_109849f0	1507825
CTaskDroneBombMoveTo	CAgentAction	FUN_10984a20	1507841
CTaskDropItem	CPawnAction	FUN_109818e0	1503681
CTaskEmitBark	CPawnAction	FUN_10982090	1504337
CTaskEndJumpDown	CPawnAction	FUN_10984c30	1508017
CTaskFindAIShootMeObject	CPawnDecision	FUN_10981370	1503217
CTaskFindCover	CAgentAction	FUN_10980a70	1502449
CTaskFindCoverAttack	CAgentAction	FUN_10981790	1503569
CTaskFindEscapePos	CAgentAction	FUN_10980ad0	1502481
CTaskFindInterestLookAt	CPawnAction	FUN_10983a70	1506545
CTaskFindLeapFrogStep	CAgentDecision	FUN_10981940	1503713
CTaskFindMountedWeapon	CPawnAction	FUN_10981190	1503057
CTaskFindPlayerTarget	CAgentDecision	FUN_10981730	1503537
CTaskFindProtectionPoint	CAgentAction	FUN_10982510	1504721
CTaskFindRandomDest	CAgentAction	FUN_10983470	1506033
CTaskFindRescueDest	CAgentAction	FUN_10983830	1506353
CTaskFindRiskPoints	CPawnAction	FUN_10981a30	1503793
CTaskFindSocialFleePos	CPawnAction	FUN_109813d0	1503249
CTaskFindStrategicPoint	CPawnDecision	FUN_10981a90	1503825
CTaskFindVisualThreat	CPawnAction	FUN_10981160	1503041
CTaskFindWorldEntity	CAgentAction	FUN_10980fb0	1502897
CTaskFireStrategySelector	CPawnDecision	FUN_109821b0	1504433
CTaskFuzzyChoice	CPawnDecision	FUN_10981700	1503521
CTaskGetBuildingEntry	CPawnAction	FUN_10980b90	1502545
CTaskGetClosestSplinePos	CAgentAction	FUN_109809e0	1502401
CTaskGetNextPathPos	CAgentAction	FUN_10980c80	1502625
CTaskGetPatrolPath	CAgentAction	FUN_10981a00	1503777
CTaskGetPosOnNavMesh	CAgentAction	FUN_109819a0	1503745
CTaskGetRescuePositions	CPawnAction	FUN_10983a10	1506513
CTaskGetSniperPoint	CPawnAction	FUN_10982390	1504593
CTaskGetStraightPath	CAgentAction	FUN_109819d0	1503761
